"PGSC0003DMT400004539"	"PGSC0003DMT400006231"	"PGSC0003DMT400008092"	"PGSC0003DMT400008278"	"PGSC0003DMT400008547"	"PGSC0003DMT400013094"	"PGSC0003DMT400015224"	"PGSC0003DMT400017633"	"PGSC0003DMT400021019"	"PGSC0003DMT400021608"	"PGSC0003DMT400027201"	"PGSC0003DMT400027792"	"PGSC0003DMT400028434"	"PGSC0003DMT400030682"	"PGSC0003DMT400031370"	"PGSC0003DMT400031714"	"PGSC0003DMT400035714"	"PGSC0003DMT400036026"	"PGSC0003DMT400037483"	"PGSC0003DMT400041989"	"PGSC0003DMT400042362"	"PGSC0003DMT400045689"	"PGSC0003DMT400046308"	"PGSC0003DMT400046445"	"PGSC0003DMT400046899"	"PGSC0003DMT400048114"	"PGSC0003DMT400049097"	"PGSC0003DMT400049125"	"PGSC0003DMT400049172"	"PGSC0003DMT400052517"	"PGSC0003DMT400062379"	"PGSC0003DMT400066873"	"PGSC0003DMT400068776"	"PGSC0003DMT400068787"	"PGSC0003DMT400071445"	"PGSC0003DMT400071885"	"PGSC0003DMT400075512"	"PGSC0003DMT400080813"	"PGSC0003DMT400082012"	"PGSC0003DMT400082023"	"PGSC0003DMT400083025"	"PGSC0003DMT400083859"
"S21"	0.665445394017463	-0.778728851470735	-0.603332219347138	-0.0492862112975849	0.17459521501764	-1.17052751863729	-0.8971362909952	-0.10077528484594	-0.213373447514081	-1.35917549117001	0.526235276642636	-1.66319561778093	0.254248353930321	0.0693653635533651	0.0978292547933728	-0.914294398688056	-1.53996627978591	-0.948673228312866	0.0334268975210204	-0.903983218246578	-0.886323594580946	-0.586153039554586	0.73998072197386	-0.252949861044025	-1.20541870131472	-0.707960913910072	-0.320425734572107	0.619274617402503	-1.21074301884803	-0.286585447609541	-1.10297247422035	0.446915979995148	-0.320959460754419	-0.597993151344042	-0.520482442910501	-0.442418441344931	-0.447107284557393	-0.249329373286174	-1.41849525799558	1.01690513867506	0.0125242777121003	-0.179155367906957
"S22"	0.650213351494364	-0.685221634840107	-0.637597485406082	0.027706499770917	0.071028629536908	-1.41310885302566	-0.557606590838267	-0.260713349374699	-0.208780557612737	-1.25139132493503	0.575296919563456	-1.62559358473504	0.272164229379762	-0.191364166183602	0.186950765417172	-0.837879364181233	NA	-0.972933762465917	-0.0491545859319806	-0.760098932871578	NA	-0.631877313428475	0.779445528632912	-0.27207060905111	-1.09557458681941	-0.777300990943801	-0.261653466051159	0.697039169379888	-1.1306072535948	-0.290946393899225	-1.11379442730697	0.475581937619745	-0.384520965991382	-0.557972342282998	-0.449369449717308	-0.534277368234299	-0.422634373742398	-0.258696448403751	-1.00478424115714	0.955383111658716	-0.0474591849964004	-0.49239717214754
"S23"	0.928377635490202	-2.59421486674058	-0.63834050269288	0.149397198200591	-0.50569073201356	-0.793920932261908	-1.0720606070556	-0.241823792404284	-0.3435379145492	-1.1628967092772	0.952918202796721	-1.5295048853766	0.327521764144895	0.249570347797703	-0.289940426911214	-1.71157866383402	NA	-1.33072303906984	-0.0503611894121003	-0.318036760526517	-0.485463322484915	-0.421613054224609	0.729963346808149	0.159573517204012	-1.32245886259888	-1.14802642955139	-0.851179245677163	0.688469071175831	-1.0695960744811	-0.791913363220825	-1.73224346994636	0.431181744181782	-0.13819271124698	-0.389158408332085	-0.241811751204458	-0.0503587811721356	-0.344126428190723	-0.505276815769521	1.12063887106088	1.30139775049724	-0.169160871020916	0.280484623202415
"S24"	0.87556515882341	-3.1003041624684	-0.594172252866577	-0.0077808728129251	-0.340180000205066	-0.585881886785991	-0.596928784536873	0.0734487601870483	-0.305667212232187	-0.983363097180695	0.984691241521564	-1.66814613131712	0.330736689241088	0.181402632082087	-0.133072567308231	-1.52300813126768	-1.86963333419491	-0.847420961438798	-0.174282369594647	-0.442982044754312	-0.443324917919374	-0.388839692824176	0.624283079212862	0.165122628886583	-1.21796630885148	-1.05562354145986	-0.941864005068445	0.695546512146388	-1.095463657266	-0.639793348709453	-2.02571437664673	0.201439790653472	-0.0766535255208874	-0.333849038366258	-0.333208446535484	0.0175550157421386	-0.289913409469104	-0.326922338166029	1.26477617214724	1.34451570666867	-0.288610250617874	0.0508471270826006
"S25"	1.00453438626074	-0.54125945795373	-0.328343350260561	-0.210979581731063	0.569173969451651	-0.0948238465741625	0.941761504354922	-0.204673003321901	-0.0724657467362071	-0.74766398581069	0.951699407601777	-0.792093303900734	-0.236954857996916	0.462775519544209	0.475745697937386	-0.976785140230443	-1.19664811713355	-0.343441509693088	-0.2495081098461	-0.700842382345106	NA	0.00314305418472764	0.6013423358183	-0.488366982565589	-0.869046203752308	-0.376678532544344	-0.387998765531288	0.632245774143168	-0.5709756339757	-0.0327619975180983	-2.07289646353212	0.162053477565792	0.100883279356883	-0.796030475214022	0.020405920316074	-0.141186379296359	-0.156547638945096	-0.247419864766178	0.639953346152149	1.44775770655658	-0.251906415821554	0.585629774164623
"S26"	0.954553096703172	-0.611665331687108	-0.334174075504076	-0.213029370229036	0.483221702622203	-0.100465223950405	0.87967790588167	-0.191191149193594	-0.137163489691805	-0.823108499611492	1.00363844573615	-0.922249116323477	-0.19032358074609	0.441880952287672	0.484601624122327	-0.914897963829361	-1.46963483571896	-0.510997890837115	-0.132028218995773	-0.716556825436256	-0.884383456258891	-0.0921095343607591	0.573116484047363	-0.520499300590258	-0.882349396578189	-0.352706686157132	-0.370924419434726	0.682400306463245	-0.712258117098175	-0.043171388995662	-1.81726156544177	0.212778762757647	0.0689288700596528	-0.871404547995838	-0.0260746914219219	-0.178278467529587	-0.256670591790431	-0.233707722691187	0.696787433046014	1.33735518141931	-0.260220036469306	0.490331128029799
"S27"	0.995043136269955	-0.490631104420478	-0.27814125520117	-0.321491681786752	0.580224103274985	-0.199228650077822	0.897832723890169	-0.0558832836525611	-0.00945211609135219	-0.605130271511238	0.941436316702105	-0.819466337693954	-0.19565060754936	0.346509833181392	0.60697754207963	-0.801628203240893	-1.11391912898267	-0.190702276480635	-0.146406314678672	-0.978759972259498	-0.799134470756813	0.0483408265962009	0.597462585976682	-0.390993487185652	-0.777937744642129	-0.588694033747986	-0.351812326040015	0.74492935407258	-0.641261396740808	0.0576086370727079	-2.1000777412181	0.277719361662246	0.109862025780053	-0.720113193805031	0.0646915718406858	-0.0520096296683567	-0.132555021488185	-0.164280271701217	0.919429217839094	1.39416827147098	-0.152071699197068	0.319815697285893
"S28"	0.975585159410227	-0.549904211596711	-0.297431558353313	-0.35154471037387	0.575422674844145	-0.34708344583813	0.900984507944771	-0.106838028958611	-0.0123468205296574	-0.820843248894121	0.924476587776392	-0.973323069507811	-0.219931988029612	0.27494205892225	0.711944594357691	-0.740449576192107	-1.14209884790677	-0.356469561102933	-0.151138205180514	-1.06644158115654	-0.783289154875047	-0.0414723757001344	0.506343816589152	-0.564843728221524	-0.82614258093779	-0.211848429556048	-0.330919038160961	0.740080362902425	-0.626490456913567	0.137076642538055	-1.90639955745783	0.172767962943961	-0.0145690239576488	-0.906279475053503	-0.00538550187992773	-0.199935167477646	-0.157477294829206	-0.0477524634696767	1.02919890266798	1.49401058910286	-0.207263140662094	0.0999334544630646
"S29"	0.760694821747996	-1.15760828957088	-0.52791856112089	-0.258602677560101	0.394828082527919	0.11100857377604	-0.0646905934932002	0.0583481925145567	-0.391786174421734	-0.81411319653856	0.730271827296207	-1.40813388080232	-0.278383358575182	0.380231439068169	0.197451745270917	-1.23088561317539	-1.41030370501107	-0.837129950007028	-0.13451450098746	-0.516723857642138	-0.710154293715978	-0.247867947914723	0.550587925974364	-0.839501464312868	-1.13681976013031	-0.908648054316885	-0.468152366811759	0.554839673633121	-0.940716478724973	-0.190490426621187	-2.11671755051592	0.224668469238889	-1.14528050918844	-1.29136916196419	-0.186486727678856	0.0673276162552173	-0.0483844006880735	-0.623584990652917	0.598455307644885	1.25292311606797	-0.125786136263183	0.354567728847827
"S30"	0.953263333686749	-1.71830833990209	-0.38272374165977	-0.100061392211222	-0.0861724702712772	-0.116673130461947	-0.792845502602399	-0.185238431544337	-0.235995400143236	-0.625407200474171	0.843881676522277	-1.35310476976246	-0.138450543438266	0.244476167696079	0.121382293199116	-1.3996584565319	-1.29059318189287	-1.18087918761318	-0.040653423596931	-0.357651555380908	-0.731678013663452	-0.0535600846610237	0.663551764829738	-1.39621738265147	-0.959793125837695	-1.11574141406143	-0.389827748527443	0.563580305329721	-0.882723426347803	-0.0045403601671013	-1.85882884084804	0.235142431650522	-1.26343034229412	-1.42248796934306	-0.275710287471185	0.0863424017038283	0.0590170059074221	-0.705685879717841	0.680568087394636	1.35235023807832	-0.143667393263124	0.092077926211214
"S31"	-0.133068051858295	-1.52204242704159	-0.772469911058388	-0.27934364426135	-0.159742921834072	-1.40175445313421	-0.683699175637037	-0.14033100256368	-0.427775514523346	-1.12895294325363	-0.34658772469277	-1.91917444264132	-0.157719398203219	-0.0505003405275964	0.374840894935813	-0.789240593146823	-1.36946627682929	-1.82969538364017	0.0600947685493988	-1.45851817426659	-1.57553214594113	-0.632614686402854	0.635255321524819	-1.97817933209142	-1.45448467335469	-0.445534478087547	-0.522568957067947	0.32512007158199	-0.972685864264488	0.211412011319833	-1.32384728819638	0.329697834726051	-1.28458033350198	-1.21631124593532	-0.203161682228671	-0.317416713992948	-0.189755311371776	-1.17443195293855	0.540554596218882	1.115250057851	-0.482160195599992	-0.481669817737055
"S32"	-0.188284102525467	-1.44756572467685	-0.773812128551555	-0.100145831125005	-0.0781974331111492	-1.45319378147578	-0.679543381289396	-0.526898897268079	-0.447110294857349	-1.01621352226002	-0.338573929920701	-1.86597995891003	-0.105557748387052	-0.166175255523921	0.268030410221805	-0.748759810252406	-1.35261123108457	-1.75662750165514	-0.0528359570064545	-1.06000254954928	NA	-0.602378255290879	0.724552934696081	-2.28888074419859	-1.28709355767828	-0.548353606089046	-0.555884473490572	0.26803492567174	-1.13355712177981	0.171237827476	-1.13651173118725	0.34155788975272	-1.23999049116675	-1.21746742689117	-0.248889869492504	-0.335500112634975	-0.132787416644838	-1.06840339363828	0.590087953142907	1.07316132323475	-0.648246496760195	-0.532144947002514
