"PGSC0003DMT400004539"	"PGSC0003DMT400006231"	"PGSC0003DMT400008092"	"PGSC0003DMT400008278"	"PGSC0003DMT400008547"	"PGSC0003DMT400013094"	"PGSC0003DMT400015224"	"PGSC0003DMT400017633"	"PGSC0003DMT400021019"	"PGSC0003DMT400021608"	"PGSC0003DMT400027201"	"PGSC0003DMT400027792"	"PGSC0003DMT400028434"	"PGSC0003DMT400030682"	"PGSC0003DMT400031370"	"PGSC0003DMT400031714"	"PGSC0003DMT400035714"	"PGSC0003DMT400036026"	"PGSC0003DMT400037483"	"PGSC0003DMT400041989"	"PGSC0003DMT400042362"	"PGSC0003DMT400045689"	"PGSC0003DMT400046308"	"PGSC0003DMT400046445"	"PGSC0003DMT400046899"	"PGSC0003DMT400048114"	"PGSC0003DMT400049097"	"PGSC0003DMT400049125"	"PGSC0003DMT400049172"	"PGSC0003DMT400052517"	"PGSC0003DMT400062379"	"PGSC0003DMT400066873"	"PGSC0003DMT400068776"	"PGSC0003DMT400068787"	"PGSC0003DMT400071445"	"PGSC0003DMT400071885"	"PGSC0003DMT400075512"	"PGSC0003DMT400080813"	"PGSC0003DMT400082012"	"PGSC0003DMT400082023"	"PGSC0003DMT400083025"	"PGSC0003DMT400083859"
"S211"	0.816101273887423	-0.55896160210625	-0.556972094864906	-0.698687985923638	0.34173700260014	-0.00420004575700249	0.85872531509347	0.055538453792527	-1.20238702822839	-1.21771607766759	-0.275060815255539	-1.35449597988742	-0.366130817783773	0.307772089219368	0.06834728010803	-1.42338639336512	-1.28102268575572	-0.879876736193805	-0.115910771997928	-0.485277888007585	-0.989134369000065	-0.802640868146307	0.59883738996688	-1.11443690057521	-1.10915502827129	-0.898517717645302	-0.872292586483048	0.46269205897791	-0.879886670183663	-1.0644096286858	-2.70534611023985	0.0783604408538004	-1.07727203834054	-1.29215025954544	-0.240291248696358	-0.643093465294419	-0.157018525115814	-0.7694420761045	0.52406755964386	1.34595410324545	-0.183607601542826	-0.837402005865609
"S212"	0.770505314049187	-0.584431298494384	-0.57403161523418	-0.755777873056319	0.300950599002625	-0.714292026263878	0.703502659674288	0.0490739851506418	-0.867049697563565	-1.34026885074734	-0.0814703817390042	-1.93717189721959	-0.119531410270776	0.304080106837548	0.0577439500557606	-1.19904303652155	-1.19051696395436	-0.796348889691936	-0.0126579350301756	-0.34384541668977	-0.954930287287738	-0.861172387928222	0.562744646061759	-0.891758841667656	-0.847323804007695	-0.705371002342376	-1.06861998472016	0.442368169335654	-0.833678114304247	-0.405464149592217	-3.40479035877009	0.0997201747111372	-0.793507768592859	-1.10591489191296	-0.263223563251042	-0.620835758960016	-0.131624086226594	-0.71020614613273	0.50958064161753	1.10551346841375	-0.240907908642475	-0.591214708416676
"S213"	-0.461316728185221	-1.08519176123896	-0.523316866092175	-0.383291860519087	0.47652295738619	-0.192434026788192	0.717876465679748	0.375848893876293	-0.396335791261203	-1.41297971115752	0.416598120269344	-1.99374664677219	0.0172192167819751	0.215709063992938	0.399294314058587	-1.05925591990254	-1.34415130985892	-0.686043145698275	-0.0145864084398984	-0.596707075945066	-0.767225516988928	-0.366885424725404	0.533866462290218	-0.297759605791088	-1.15480103434631	-0.721510800817401	-0.670459123852746	0.770183437726321	-0.787504101616836	0.587503384857634	-1.77657849039027	0.53318312420006	-0.21424906851397	-0.378212280372253	-0.418168593756724	-0.34024366804915	-0.22691219631157	-0.232546574740414	0.419154165962527	0.982138055613339	-0.125135760957553	-0.057330259584219
"S214"	-0.253240204474843	-0.949504823675887	-0.467185533723187	-0.141036692131015	0.579173960135111	0.397580926580767	0.883406613922961	0.382984584151012	-0.220897541740705	-1.23015418554343	0.45661591903043	-1.73948339185708	0.224060614420143	0.353779256031683	0.355091445782783	-0.921387116930893	-1.22699607985892	-0.627735968520628	0.0572755473825062	-0.57587632704761	-0.681608898604645	-0.253770920357199	0.652882960753411	-0.187458226732363	-0.968279161415463	-0.455842723486568	-0.594221094983374	0.756912304594978	-0.792644715595291	0.61919017848872	-1.74095783677584	0.3783755138874	-0.158592159418149	-0.329058823302756	-0.189983567365988	-0.20583881723761	-0.120216855570904	-0.148304760346328	0.548955365050378	1.13563452977989	-0.0852275371148877	0.240128993528696
"S215"	-0.361736156134573	-0.968251692428358	-0.521297707396257	-0.265688622628035	0.32990343821309	-0.109017862414712	0.864436380913708	0.204863705824155	-0.242701370099142	-1.2522611511075	0.354484644569024	-1.84606900716433	0.170756405255435	0.199060148537749	0.407914759529419	-0.835891512604866	-1.07398546810537	-0.769176943935819	0.019364507046075	-0.355720673731219	-0.553117179997931	-0.465222140833967	0.588584835117058	-0.168428841328961	-0.862427908782638	-0.447403874360619	-0.648557234973218	0.855353703884535	-0.580346547225722	0.891964971957188	-1.57026111071705	0.490828655355132	-0.049890152726385	-0.254203726233464	-0.251569111711413	-0.493241711800374	-0.132423546637578	0.0221237479863312	0.646142372348003	1.08185830558198	-0.106415157072202	-0.139332486068062
"S216"	0.177235925397103	-1.09716342313652	-0.476109342172148	-0.215083222631953	0.434758356817766	0.00920158387746129	0.788729594729184	0.167544264686702	-0.199359823898432	-1.15105441502028	0.586907646496216	-1.84192668390899	0.309579247540839	0.458899457320039	0.406534085454307	-0.880819787912723	-1.20336680560677	-0.396952601722317	-0.00277519553002672	-0.239251716863832	-0.547819503619239	-0.327507992022594	0.740587974732614	0.042360940989836	-0.973623422185984	-0.939823172212841	-0.580331947270932	0.834194154974315	-0.696132467032947	0.882189474392993	-1.32875001322076	0.454260585086857	-0.0227963995116424	-0.308786635562254	-0.207421106152318	-0.3441973960122	0.0333556286695471	-0.0604874621787424	0.553148637632479	1.08284372727278	-0.115388710727948	0.319412994409194
"S217"	0.177240967649532	-0.857836825061267	-0.439943974780572	-0.446062710472438	0.715497049336522	-0.651214652517441	-1.24239301156214	0.12583226911002	-1.44758137823662	-1.20603581280583	0.791077553437864	-1.90330256086244	-0.522220590105464	0.442707580655765	0.655381359202425	-0.980458985555024	-1.33479266358122	-0.678616208902751	-0.213241897405975	-0.345935016404671	-0.783851779936943	-0.307511246728125	0.425155424698586	-0.739862266670566	-0.828073688359974	-0.747133947245825	-3.57906941703479	0.641811529057884	-1.02500540431338	0.15486450498184	-1.82087392538974	0.245562434435433	-0.537912681719436	-0.950352674658674	0.0200431039138006	-0.361095489046301	-0.21412812971321	-0.383415659104802	1.05398300324099	1.25264022312954	-0.033884011569436	0.362052914947511
"S218"	0.141202710173624	-0.885775870503834	-0.403282886243636	-0.385632895537866	0.866728047013199	-0.571028238967442	-0.998534482159666	0.274904279657795	-1.24006800639063	-1.19417176913172	0.536587547678524	-1.94029237415464	-0.429236187319806	0.423973430420612	0.797647382578233	-0.82010738106972	-1.18897448625658	-0.683106221803076	-0.165648302516511	-0.185722186747368	-0.754283259127846	-0.428666337538014	0.502447735870272	-0.763236493258885	-0.627528558853615	-0.751453577168605	-2.77159363087062	0.66404184166268	-1.0299054200678	0.248326642370618	-1.94827298036969	0.401770361030423	-0.621603987508951	-1.05846353369645	0.0870353727538479	-0.322532492996761	-0.204582619065704	-0.237845831526582	1.26330315712095	1.39886238270837	-0.0574849137444902	0.239727720544476
"S219"	-0.713450271138503	-2.08095849836099	-0.643316603778705	-0.52903297416484	0.738657017825426	-0.39220099375576	-0.511249025110998	0.100281670910549	-1.42241323864664	-1.030551355181	0.709111826840993	-2.15626717237625	-0.0866061792375291	0.163150882414984	0.645057460243629	-1.56779778226253	-1.2249839201104	-1.40772116867826	0.00823091265644225	-0.581381488350814	-1.00558121807067	-0.999496799798305	0.528814727417983	-0.625102783891055	-1.02515870383867	-0.669026973648374	-1.06852749325399	0.810947565104158	-1.14012356433273	-0.342952185435137	-1.26273488774664	0.18894614274343	-0.508563837549675	-0.769814224436641	-0.385030158229047	-0.550553909584853	-0.0932598452316905	-0.340933478284214	1.02309122982845	1.27806965675576	-0.040673818379137	-0.14542473112031
"S220"	-0.431038152873852	NA	-0.67973197658168	-0.750471015262758	0.659672391275616	-0.329420059297553	-0.819151911863483	0.158373160096302	-1.70796795955103	-1.03545791833782	0.587606713403646	-2.42853533236202	0.103470105367123	0.0498991083687559	0.772323234193	-1.58549872229507	-1.14602804192518	-1.43817494344711	-0.032236925948162	-0.562128588175632	-1.06004394117369	-1.36392589501659	0.398380161219255	-0.679116069210551	-0.782169473806176	-0.715586756275229	-1.10755189302939	0.782241570490137	-1.07034037114538	-0.661692754091516	-0.606568141285528	0.269670271123184	-0.542460793408927	-0.923206241194691	-0.38796045946434	-0.5917824509885	-0.116389560206032	-0.191854167759044	1.35734071334644	1.34701959891511	-0.131149060893437	-0.590589469115683
"S221"	0.540234902363488	-1.18795572549375	-0.968135193820036	-0.476149228646573	-0.392923766775349	-2.03951359164796	-1.03093215812551	-0.530582074522527	-1.96195411635512	-1.45408490552044	-0.265979718633843	-2.10137676090689	-0.476893976855847	-0.0159243362556264	0.057475205527131	-1.33136671645807	-2.00368259332407	-1.93727627937058	-0.170316901461765	-0.815196001432963	-1.00405288878268	-1.12516508281819	0.264272276498437	-1.52219655439937	-1.90497064332591	-1.6886902244012	-2.74527360000224	0.456041930086198	-1.34935175354902	-0.272112903765501	-1.69700106052149	-0.0256951678548885	-0.919613372938942	-1.5469303829631	-0.965738091964564	-0.65625577608233	-0.471169289428305	-1.31657139320118	-0.150164448402039	0.485299336394777	-0.880043281038907	-0.258604483740076
"S222"	0.85848923231937	-0.908707959286023	-0.932572112192285	-0.180807194750663	-0.124311390314426	-1.72721875251624	-1.52841673719977	-1.09236635964062	-1.69609225096458	-0.71050890705087	0.0618214766045271	-1.47976065694061	-0.294838561228162	0.226348216614693	-0.138400497201487	-1.43163469050382	-1.83697188069536	-1.3280737493355	-0.0307100265526549	-0.226961414715861	-1.14482986728494	-0.781503821228264	0.295399380110085	-1.00607280005358	-1.56676314216743	-1.45927947912562	-4.65374808196268	0.431226522393638	-1.07597557740671	0.0572897710498017	-1.81854974805071	0.0601742404682534	-0.232564184995158	-0.994907898544404	-0.815461810919135	-0.350227478370344	-0.433794308256651	-1.41116344667868	-0.928603633759446	0.567777039756773	-0.857581626882443	0.116675463444413
"S223"	0.824116348036975	-0.621372796472282	-0.331738291294161	-0.234803020330411	0.437672402433291	-0.465099395853235	0.455999409599311	0.0948498104112882	0.0351459293112593	-0.872970355518285	0.952334656150126	-0.848439722201623	-0.296401283193153	0.469397050586332	0.587633806103256	-0.667240736911603	-1.35322187043077	-0.432966852056071	-0.125227198818735	-0.521390499892421	-0.8388675703995	0.0942733379695916	0.35726187205152	-0.514885843746114	-0.90556528138879	-0.924441066236904	-0.204060934083219	0.681287850114269	-0.636239162808148	0.0654740993144149	-2.06450848847544	0.528430838916012	0.175884074944076	-0.851127318002911	-0.08657976385541	-0.00498317529072263	-0.216953446737516	-0.233836111984338	0.623922671050553	1.31404958967	-0.184270018048285	-0.0201442499923439
"S224"	1.25553951827528	-0.377256209106023	-0.396605213107321	-0.10971580045966	0.779993704255016	-0.4118942255571	0.573146963334424	-0.303604103156904	0.0166156516406687	-0.534485078931308	1.03592218184864	-0.746150708022488	-0.258966472309862	0.782392612290462	0.474088527811256	-0.353674121305699	-1.10382310973059	-0.155603307848699	-0.290134817030914	0.0477517861521861	-0.771537771676814	0.0811197570515553	0.432239036784053	-0.375824811476641	-0.92615340010974	-0.306956072158622	-0.437278579941465	0.551517657115971	-0.460672825024496	0.180162539014949	-2.85073539507817	0.534679243278511	0.252320332065593	-0.694117673271969	-0.116296316164874	0.0319272413401217	-0.132011286058517	-0.3102553609111	0.090621467834693	1.09381326031478	-0.376434096187865	0.523880996304048
"S225"	0.0702024527138076	-1.05403982265267	-0.335917114436469	-0.211570052067558	-0.2058811872095	-0.64544548790804	-1.36729735571053	0.290500116930653	-0.415590121328864	-1.23449887621335	1.05879188216422	-1.83407205874713	-0.189758923731723	0.0923459181648542	0.22090619635308	-0.680099458948887	NA	-0.651140072336016	-0.148757735232303	-1.02200210330414	-0.625835791930497	-0.21338947736135	0.773249578747158	-0.184273555150734	-1.08397695469146	-0.980747748578365	-4.41945071676748	0.515877662324327	-0.858999177132025	0.606966629742287	-0.429629257236644	0.570049816224035	-0.551304678394039	-0.756851571793353	-0.0485990350749822	-0.175472642197502	-0.336754880914401	-0.490753999916208	0.455873654318622	1.33471055764991	0.0130007329377377	-0.161371494110614
"S226"	0.374772485869298	-0.985016128144384	-0.361094736471312	-0.117259235863504	-0.0926090936385642	-0.478678858957637	-2.27496939552397	-0.0307603738194288	-0.328782778796731	-0.91810829821812	0.976894489376368	-1.65776217687419	-0.130268247126123	0.279439898602463	0.232135141993839	-0.567312625730961	-1.23174994555044	-0.302901423889525	-0.187040999158373	-0.247547426226841	-0.696048404406659	-0.0144303996446458	0.776700210329955	0.0200766687583169	-0.983376116728006	-1.18831914395602	-4.54727926629375	0.495216995374423	-0.838295312377742	0.741483614227212	-0.416625438741451	0.609738739714859	-0.180492693662694	-0.397132843432222	-0.0718347126077973	0.0767335242422352	-0.28243860890427	-0.644208630913355	0.0388615425477402	1.11970823682929	0.12865577995435	0.23743989257743
"S227"	-0.251936669336119	-1.02691039738344	-0.6362077804311	-0.0522848463418927	0.165061820827459	-1.55404311970065	1.08933799788424	0.0261858467478204	-1.41655128154108	-1.63401444731875	0.371401326205357	-1.9140105740957	-0.633685149067435	0.00435123807232479	0.0863030420318962	-0.86292490930548	-2.16818193960463	-1.83229116529278	-0.339831106440093	-0.603633625630296	NA	-1.60359867758686	0.402866486502134	-1.35551203138028	-1.72642824774763	-0.927351951037476	-0.381062281856201	0.544104642957748	-0.617482209550822	-0.316003679193301	-0.976124529904958	0.511794491463142	-1.56082803477292	-1.70829149153887	-0.148200528710328	-0.115512283541168	-0.51558174983859	-0.309511967336808	0.850884311538911	0.728029454858505	-0.0802044753497398	-0.975669974611506
"S228"	-0.0733835119354881	-0.904456587914759	-0.746733125806599	0.10805659838106	-0.0245660795986513	-1.21145209500281	0.824768981067575	-0.57464752260531	-0.926597344095845	-1.33168437836099	0.369210655669411	-1.70988552062341	-0.60763017511023	0.158169061759242	-0.265743485344746	-0.530960243454579	NA	-1.57417969342811	-0.852301334986001	-0.0986296935518437	-1.11320102192802	-1.71580196415819	0.495328677502814	-0.855775823195954	-1.55853817485341	-0.84647309323995	-0.534503968563535	0.666087039453221	-0.57945798193602	-0.0829692100874158	-1.41878770863636	0.695745116686027	-1.05778109869628	-1.29523957987594	-0.0670085997173115	-0.0879226586660668	-0.359957144117698	-0.225815167749872	0.322793034458008	0.456403993913483	-0.309955158747924	-0.532316985645036
"S229"	0.600365041937377	-0.828713753388254	-0.688122811423318	-0.258371185493436	-0.0213699688771881	-0.879558923775884	1.02699167548227	-0.106503659890927	-1.4406887696834	-1.55261834473117	-0.181338211663014	-1.95436153780449	0.143733845634667	0.0287066719315115	-0.138772871306123	-1.83021706862266	-1.32467963613439	-1.49421220394245	-0.340546654739785	-0.650808036250797	NA	-0.285424751203757	0.273829677830773	-0.336227777391994	-1.58075832769585	-1.07245894499736	-0.520756455464053	0.397335361361805	-1.14011332931287	-0.112623900732771	-1.63225552905408	0.0114549439100044	-0.489840373879367	-0.789646080550983	0.056288545284224	-0.044027292530833	-0.139952005799139	0.100080582873446	0.653837301097166	0.872174959012243	-0.049916041306012	-1.08051330356135
"S230"	0.861523539418165	-0.840873634290603	-0.724900624341072	-0.0965432546518961	-0.0875529938313911	-1.05448993775369	0.900804943552358	-0.708900880071532	-1.20307262404351	-0.982679232288045	-0.255504251072231	-1.94303325226516	0.344615902963673	0.113804766148263	-0.226267615833353	-1.24478785569265	-1.16507842417078	-1.09302478749863	-0.438331808638794	-0.00528179704642132	-1.92305509557292	-0.262672076298986	0.50251035010937	0.0452840175052325	-1.26423439341254	-1.14845675193019	-0.706690416813372	0.505111249271907	-0.826360677169648	0.185159712200471	-1.82463785394052	0.211297544663983	-0.253095108016932	-0.69035472306867	0.184444765960769	0.0409260062580042	-0.134859857649986	0.19661149529552	0.395666676838341	0.844458148963973	-0.115253171972399	-0.684764596049189
"S231"	0.324898137217686	-2.54610952085848	-0.413525732876099	0.159623036638299	-0.0561486415937384	-0.308540618798299	-1.01434548062193	-0.315941441241697	-1.13711153345361	-1.17100811302537	0.838191005484245	-1.45382157953174	0.515678004179704	0.0478093581388569	0.321387826438248	-1.92209480988676	-1.57685344184959	-1.18707589007393	-0.363783837422578	-0.74738636089719	-0.860628125696062	-0.361670907883013	0.425959024272011	-0.0960315036592675	-1.57067058676865	-0.911702981970382	-0.943136534117616	0.409055286925491	-1.08464501550934	0.0322033611036446	-1.14170946560738	0.240209368537538	-0.309716742991358	-0.548587656910675	-0.216652717771847	-0.0485419146333048	-0.0823834057158547	-0.212369060933548	0.14186738440405	1.24790276357278	0.105974373901051	-0.396321868623902
"S232"	0.603714677956628	-4.66939674999978	-0.554889569354903	0.325096967529822	-0.144749144552542	-0.342926522628006	-1.72850467740022	-0.687229881198681	-1.40321497541567	-0.907262337989345	1.12117952093309	-1.81928237980266	0.515046292733802	0.122489933068162	0.302005257592433	-1.6628157179264	-1.42634401307252	-0.80056075087627	-0.504111227626311	-0.439418978468135	-0.762544876843848	-0.349280964806478	0.441769270159281	0.0228932559127467	-1.451720540677	-1.1896600820717	-1.19720840921298	0.263196771581429	-1.22021282045162	-0.00527381975153709	-1.40792820205778	0.281573147666736	-0.167245116128511	-0.56200381124243	-0.0392209723625635	0.111259708049921	-0.176754653691537	-0.288374167843775	-0.0888888144371505	1.18145987447482	-0.0920628747114324	0.0237457728604664
"S233"	0.664171585590811	-1.75985108136371	-0.57784385909927	-0.237293441484539	0.058340591507165	-0.866494899281557	-1.04033099190763	0.19410933397156	-0.321692318278863	-1.08529584235996	0.255592904405954	-1.69965381210078	-0.261073607022011	0.155010655044735	0.147262745016336	-1.37590056721411	-1.35434531437459	-2.25177443229807	0.0706202070902901	-0.680709119947605	-1.05081135120667	-0.0809402679166414	0.471070175302232	-1.6704036305121	-1.09586229623776	-1.27159547989651	-0.513381295827785	0.37156772053546	-1.13165476272221	-0.0634227304089625	-4.59839054719755	0.284231393043448	-1.52551578638906	-1.73263315327575	-0.420387410597264	0.0644641436789626	-0.162793334037634	-0.911750243679702	0.576023681230488	1.12273990991562	0.0458668115768371	-0.420759483671904
"S234"	0.896869954706537	-2.19781774061776	-0.76750863569985	-0.120688795346606	-0.310887975446987	-0.801580414729082	-1.14075602835362	-0.447624830377438	-0.255800991390457	-0.643862371160843	0.5742386486137	-1.49514058044908	-0.00737177304881749	0.235866785077588	0.0105759363226647	-1.26701914664493	-1.36115995615893	-1.35019554062686	-0.289456445935686	-0.0529880524117637	-0.817811651065288	-0.016662762834991	0.562381378114491	-1.32155855713935	-0.922854863932252	-1.424193530041	-0.802667133013429	0.367925633875421	-1.02537363925558	0.161193284353181	-2.61728016129585	0.425584317184908	-1.5866001157917	-1.69476139735375	-0.30476863769513	0.18836575691179	-0.182093796952132	-0.986133777260786	0.167053134248776	1.03057664170063	-0.115623363609568	0.0111123717749375
"S235"	0.885495160032878	-0.722250657289243	-0.653730209676207	-0.0798204363327711	-0.00818402723461727	-0.931087206481173	-0.872220790829081	0.220902508735634	-1.48848759177241	-1.03675144422919	0.656154855776284	-2.20245367780848	0.2325752478475	0.128414955957819	0.21762730238281	-2.14628810327749	-0.972202485348951	-1.4899533068213	-0.227216462379686	-1.05332194137051	-0.874358404828292	-0.450280592256684	0.640910696795859	-0.46990955415395	-1.10930840305408	-0.651683506735687	-1.03733183006083	0.501058482440283	-1.07373297919651	0.393938463633233	-1.54719054813686	0.309831585934704	-0.471815977116489	-0.773932390034822	-0.205616055040817	-0.189689762090219	-0.270948594999772	-0.2160380145207	0.46503452388917	1.17446378686059	-0.222578794266487	0.161833198866465
"S236"	1.17142985604929	-0.67128913880829	-0.838246395003447	0.12985192264212	0.412433897081825	-0.567873896157878	-2.33494646134507	-0.267563663213529	-1.35890998271384	-0.549445742913315	0.894319101780779	-1.29580416163281	0.257200254067802	0.442067289854988	0.258832739734288	-1.79401271784664	-0.591550206346845	-0.984720065143649	0.00879240885585394	-0.528812544950514	-0.705513540045324	-0.291707171955766	0.688451310406087	-0.102554974180305	-1.08568703083933	-0.713241281064013	-1.3826910513413	0.583165467362618	-0.921908350368386	0.559941605257133	-1.7740071674248	0.44513779581076	-0.321366453308557	-0.494740765921283	-0.127976957314128	0.0780091388488609	-0.165074087799783	-0.373335067640003	0.126978290303511	1.26876128248734	-0.173448140219164	0.760807482223873
"S237"	0.0883687851196406	-1.14618924348786	-0.855548094004235	-0.167355895166915	0.0780308130085485	-1.00743187522651	-0.79052802318078	0.00912534803105831	-0.447679241549154	-0.955487042264719	-0.192013563141748	-1.94212609837323	0.150214795668814	0.0838762134643512	0.180093828918439	-0.697486274180948	-1.14331320290928	-1.80836883833986	0.146593404820977	-1.34664602069049	-1.35504144623956	-0.487718338182433	0.628200758833932	-1.68207832631894	-1.3534417728426	-0.451878007928675	-0.585946532977559	0.11652713091405	-1.2097451044124	0.222723589694402	-1.55132293740233	0.427378531216564	-1.09474713061882	-0.799844600516585	-0.242092612190412	-0.0581145179804221	-0.133404829165944	-1.18439025096761	0.171320610724808	1.18980201771466	-0.425421986759746	-0.169362260088016
"S238"	0.341332117255972	-1.25346278759269	-0.997449419540296	0.0854813054012324	-0.0479171268773041	-1.33173690809524	-0.946170765958911	-0.856606214438993	-0.403296282078444	-0.802522262328015	-0.197624762260924	-1.66843715206543	0.0513252379732143	0.0741577610843361	0.347822624992483	-0.380299697619685	-1.21871218592324	-1.27320102337839	-0.0816207462218394	-0.430635224224655	-1.11263493502117	-0.646688365502637	0.624623318365462	-1.40322280219556	-1.26769970020763	-0.449308415885687	-0.760187209917806	0.0727158274051057	-1.04621236544792	0.280131515017502	-1.50893068929295	0.559061092519817	-0.866825279701798	-0.512011759862512	-0.288412398653224	-0.193088842286259	-0.241450515209661	-1.23060859032188	0.0920985467659184	0.970163609188319	-0.300394897630628	0.0717666798287768
"S239"	0.522376297870722	-0.782446647174683	-0.304709635815979	-0.0269378196769888	0.0488142715218818	-0.666202710229055	0.875417654125535	-0.0826027813251939	-2.52338077783837	-1.13790557532467	0.628905996856274	-2.09424385515963	0.0731922826307431	0.316046425452685	0.138473647490434	-1.61515552015039	-1.36156032605316	-1.66622375376481	0.136186722613375	-0.174647820009382	-0.994429862911289	-0.639511283603516	0.719372133213206	-0.356383842811667	-1.2036634706675	-0.893734426271701	-0.638400783949511	0.410225766806132	-0.751437547321336	-0.707042847680795	-2.05167550450278	0.365287105963426	-0.417824365956682	-0.595359816199471	-0.197667884807803	-0.499657865127956	-0.175136993752336	-0.362048023210081	0.739361126985285	1.19845203938257	-0.19915798328634	-0.0113793853810921
"S240"	0.604046939814343	-0.595633452465529	-0.380623079092527	0.0368832486737357	-0.435475861812431	-0.735208117165104	0.972298438660069	-0.473810827640256	-1.75964419849919	-1.10996728245709	0.71687177806922	-2.5578134918324	0.0784148520255173	0.383154440326065	-0.0486559297441623	-1.27691039024246	-1.24155080489177	-1.71056035461619	-0.273276384698742	0.129135094964946	-0.995948860269409	-0.550922370299546	0.78307941222557	-0.109014852114756	-1.19880213726752	-0.867012896646596	-0.854362713138808	0.330325181237015	-0.586721459443897	-0.835180178725113	-2.64649512237504	0.412934434707116	-0.333156067316239	-0.561032161673924	-0.058629655560502	-0.3498000157765	-0.185320236445658	-0.438078868184937	0.679811674273031	1.32047695636493	-0.148913668770055	0.257782972881909
"S241"	-0.695125973242446	-1.23929368198429	-0.635825773366603	-0.229078558675366	0.317959170045134	-0.160634271651233	-0.976596243908164	0.376570011230907	-2.12624093545875	-1.36029238771143	-0.0432292620123288	-2.46722001978731	-0.112891516398918	0.384055423103088	0.144406346644979	-1.09466291747754	-1.5944729532683	-1.27973194439181	-0.0906929624586646	-0.763837574902728	-1.36053351273795	-1.54408324126411	0.384549112295976	-1.18775463745665	-1.17284100941147	-0.948542957582242	-0.530696164890883	0.447534822408734	-1.43021683922424	-0.186346146670882	-2.47856493723389	-0.044834052919213	-1.04989855300232	-0.923422004444083	-0.888864965061841	-0.413184289603517	-0.529111844023704	-0.478278714835901	0.317347778123941	0.719916696475361	-0.0331817838470517	-0.330269791717813
"S242"	-0.270944154807336	-1.16878959721482	-0.76050773160569	-0.107384022113247	0.0832438247009611	-1.03382761513881	-1.13348389623336	-0.263404557535936	-2.46021580436319	-0.931079755988781	-0.0745305114764671	-2.25370742115773	0.00999419585604441	0.300349667873781	-0.327507389962603	-0.751182725430007	-1.36661296401539	-1.40989987327188	-0.264064415286432	-0.105311731623096	-1.2905565314909	-1.20978235687436	0.515979862007855	-0.758866516069331	-1.1051906890009	-0.871105549952646	-0.804615850690359	0.58345964892588	-1.48559537083157	0.146328272652296	-1.987511412472	0.110539117497801	-0.564631125787086	-0.438325261236389	-0.513822982088924	-0.289122754185492	-0.57664703909401	-0.44555299143228	-0.0551983651549265	0.941118203254187	-0.145442642405053	-0.443733867168483
"S243"	1.25187312344309	-0.698686857061155	-0.46985679864721	-0.060222706297556	0.291258411489731	-0.950187183418559	-0.788726132884234	0.195856286293897	-0.345531410437986	-0.699059231165791	0.322894556824046	-2.295343933463	-0.144645665491532	0.236052219554918	0.654792469273407	-1.72498541097841	NA	-2.11945210699653	0.149860709136415	-1.05357081791943	-0.663460627998551	-0.60522667636735	0.551129177906567	-0.799973516612227	-1.09970938432485	-1.02275798962325	-0.798354878325542	0.46992272421626	-1.27089852019905	0.284374758578882	-0.997131607122374	0.120950089382842	-0.533855775725372	-0.981421152678666	-0.623539836153568	-0.277667810275489	-0.503281965245755	-0.311935559831898	0.259714682364085	1.34465056810673	-0.125094369333148	-0.108628028570328
"S244"	1.39701985336241	-0.527603984775422	-0.602968048309883	0.0901411744766121	0.423531894674471	-1.52623156046125	-1.07695302180263	-0.299139075746218	-0.17647176075311	-0.546845220038273	0.462436108224097	-3.50042962034501	-0.135319154165871	0.394553844201869	0.772343779490204	-1.50018614420641	NA	-1.43429278536553	0.331193050714514	-0.476127855516882	-0.757713721700935	-0.536498819087302	0.676009063367804	-0.54227377852412	-0.896773926137919	-1.03311703383404	-1.0482823229556	0.371127087879306	-0.873954648346608	0.359580480335623	-0.788603914705994	0.191848372931627	-0.191808636972199	-0.748118089559149	-0.588845226063307	-0.198130266881143	-0.471844499708579	-0.35156766391104	-0.027858971463721	1.09666205767874	-0.0994986918918261	0.393008055174134
"S245"	0.766776079205401	-0.825241522903268	-0.47985535943819	-0.195615311782368	0.251987994950379	-0.198405558812177	-0.818097178016175	0.553745881143877	-2.59523257389842	-1.01592265202671	0.0181725787782434	-1.97490096492364	0.0710226089369949	0.444397939338918	0.475854971825813	-1.41787325476703	-1.54540551552007	-0.58426851652423	0.0274713953443035	-0.564011305026013	-0.692761834171498	-0.801275320828476	0.429715502330402	-1.25400847971733	-1.38905204092217	-0.719518584306095	-0.562083207903786	0.560563307455679	-1.48139750754203	0.179210983198655	-1.69303363569364	0.284980280415161	-0.635929478200108	-1.24321264098284	-0.710694492043197	-0.175640466420085	-0.281259549668754	-0.551055275042631	0.433804994821498	1.01303095788836	-0.0949150586628484	-0.173371904372761
